15.0 1.0003416964285714
16.0 1.0000384563265305
18.0 0.9991695609424058
20.0 0.9976572802197802
22.0 0.9954760145089286
24.0 0.9926016492346939
25.0 0.9908970184565713
26.0 0.9890100698219191
27.0 0.9869377890088427
28.0 0.9846771616954474
29.0 0.9822251735598385
30.0 0.9793543956043955
31.0 0.9757798303317053
32.0 0.9714557671957671
33.0 0.9663367376373625
34.0 0.9603772730972729
35.0 0.9535319050162799
36.0 0.9457551648351648
37.0 0.9370015839947089
38.0 0.9272256939356939
39.0 0.9164285714285714
40.0 0.9053571428571429
42.0 0.8832142857142857
44.0 0.8610714285714287
45.0 0.8500000000000001
46.0 0.8389285714285716
48.0 0.8167857142857144
50.0 0.7946428571428572
55.0 0.7392857142857143
60.0 0.6839285714285714
65.0 0.6285714285714286
70.0 0.573019721019721
75.0 0.5095251247594997
80.0 0.45585824552805687
85.0 0.4192582099067948
90.0 0.3825244355732282
95.0 0.3396509998781955
98.15 0.3151783897960987
100.0 0.3035714285714286
103.15 0.2861339285714285
113.15 0.23077678571428564
123.15 0.17670934410952793
125.0 0.1680901744378307
138.15 0.12223677865462698
150.0 0.08928571428571429
153.15 0.08056696428571429
173.15 0.04209042660093156
175.0 0.039968608158146166
198.15 0.018872554154628317
200.0 0.017857142857142905
223.15 0.006901849438745206
225.0 0.005786391162367691
